S.No,Institute Code,Institute Name,Place,Dist. Name,Region,College Type,Minority,Co- Educ.,Affil. to,Branch Code,fee,Convener Seats
885,SCOP,SHADAN COLLEGE OF PHARMACY,PEERANCHERU,RR,OU,PVT,MUS,COED,JNTUH,PHD,68000,10
886,SCOP,SHADAN COLLEGE OF PHARMACY,PEERANCHERU,RR,OU,PVT,MUS,COED,JNTUH,PHM,50000,35
887,SCTP,SCIENT INST OF PHARMACY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,PHM,56000,35
888,SDCP,SURABHI DAYAKAR RAO COLLEGE OF PHARMACY,GAJWEL,SDP,OU,PVT,NA,COED,JNTUH,PHM,50000,21
889,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,82000,84
890,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSB,82000,42
891,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,82000,168
892,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSI,82000,42
893,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,82000,42
894,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,82000,84
895,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,82000,84
896,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,82000,42
897,SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,GANDIPET,RR,OU,PVT,NA,GIRLS,JNTUH,CSE,85000,168
898,SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,GANDIPET,RR,OU,PVT,NA,GIRLS,JNTUH,ECE,85000,168
899,SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,GANDIPET,RR,OU,PVT,NA,GIRLS,JNTUH,EEE,85000,42
900,SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,GANDIPET,RR,OU,PVT,NA,GIRLS,JNTUH,INF,85000,84
901,SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSC,70000,42
902,SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSD,70000,42
903,SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,70000,84
904,SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,70000,42
905,SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,70000,42
906,SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,70000,42
907,SDIP,SREE DATTHA INSTITUTE OF PHARMACY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,PHD,115000,10
908,SDIP,SREE DATTHA INSTITUTE OF PHARMACY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,PHM,75000,35
909,SHIP,SAHASRA INST OF PHARM SCI,WARANGAL,WGL,OU,PVT,NA,COED,KU,PHD,68000,8
910,SHIP,SAHASRA INST OF PHARM SCI,WARANGAL,WGL,OU,PVT,NA,COED,KU,PHM,40000,21
911,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,56000,84
912,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSD,56000,42
913,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,56000,126
914,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,56000,42
915,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,56000,84
916,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,56000,84
917,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,56000,42
918,SIPC,SIDDHARTHA INSTITUTE OF PHARMACY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,PHM,60000,35
919,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CIV,63000,21
920,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSC,63000,21
921,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSD,63000,42
922,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSE,63000,84
923,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSM,63000,84
924,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSO,63000,42
925,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSW,63000,42
926,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,ECE,63000,42
927,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,EEE,63000,21
928,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,MEC,63000,21
929,SKIH,SRI KAKATIYA INST OF PHARM SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,PHM,45000,28
930,SMCD,ST MARYS ENGINEERING COLLEGE,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSC,50000,84
931,SMCD,ST MARYS ENGINEERING COLLEGE,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSD,50000,126
932,SMCD,ST MARYS ENGINEERING COLLEGE,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSM,50000,126
933,SMCD,ST MARYS ENGINEERING COLLEGE,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSO,50000,84
934,SMED,ST MARYS GROUP OF INSTITUTIONS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSC,60000,84
935,SMED,ST MARYS GROUP OF INSTITUTIONS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSD,60000,126
936,SMED,ST MARYS GROUP OF INSTITUTIONS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSE,60000,84
937,SMED,ST MARYS GROUP OF INSTITUTIONS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSM,60000,126
938,SMED,ST MARYS GROUP OF INSTITUTIONS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSO,60000,84
939,SMED,ST MARYS GROUP OF INSTITUTIONS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,PHM,60000,35
940,SMIC,ST MARYS INTEGRATED CAMPUS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSC,45000,84
941,SMIC,ST MARYS INTEGRATED CAMPUS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSD,45000,126
942,SMIC,ST MARYS INTEGRATED CAMPUS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSM,45000,126
943,SMIC,ST MARYS INTEGRATED CAMPUS,DESHMUKHI,YBG,OU,PVT,CHR,COED,JNTUH,CSO,45000,84
944,SMPS,STMARYS COLLEGE OF PHARMACY,SECUNDERABAD,HYD,OU,PVT,NA,COED,JNTUH,PHM,60000,35
945,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CIV,62000,42
946,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSD,62000,42
947,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSE,62000,42
948,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSM,62000,42
949,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,ECE,62000,84
950,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,EEE,62000,42
951,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,MEC,62000,42
952,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CIV,130000,42
953,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSE,130000,210
954,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,ECE,130000,294
955,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,ECM,130000,84
956,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,EEE,130000,84
957,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,INF,130000,168
958,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,MEC,130000,126
959,SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,58000,84
960,SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,58000,42
961,SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,58000,42
962,SNVM,S N VANITHA PHARMACY MAHA VIDYALAYA,TARNAKA,HYD,OU,PVT,NA,GIRLS,OU,PHD,75000,10
963,SNVM,S N VANITHA PHARMACY MAHA VIDYALAYA,TARNAKA,HYD,OU,PVT,NA,GIRLS,OU,PHM,95000,35
964,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,CIV,75000,42
965,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,CSE,75000,126
966,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,CSM,75000,42
967,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,ECE,75000,84
968,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,EEE,75000,42
969,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,OU,PVT,NA,COED,JNTUH,INF,75000,84
970,SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,OU,PVT,NA,COED,JNTUH,ARB,72000,42
971,SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,OU,PVT,NA,COED,JNTUH,CSC,72000,84
972,SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,OU,PVT,NA,COED,JNTUH,CSD,72000,84
973,SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,OU,PVT,NA,COED,JNTUH,CSM,72000,126
974,SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,OU,PVT,NA,COED,JNTUH,CSO,72000,84
975,SPKG,SAMSKRUTHI COLLEGE OF PHARMACY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,PHD,90000,10
976,SPKG,SAMSKRUTHI COLLEGE OF PHARMACY,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,PHM,62000,35
977,SPLP,STPAULS COLLEGE OF PHARMACY,TURKAYAMJAL,RR,OU,PVT,NA,COED,OU,PHD,78000,10
978,SPLP,STPAULS COLLEGE OF PHARMACY,TURKAYAMJAL,RR,OU,PVT,NA,COED,OU,PHM,55000,35
979,SPOP,ST PETERS INSTITUTE OF PHARMACEUTICAL SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,PHD,110000,10
980,SPOP,ST PETERS INSTITUTE OF PHARMACEUTICAL SCI,WARANGAL,HNK,OU,PVT,NA,COED,KU,PHM,52000,35
981,SRCP,S R R COLLEGE OF PHARMACEUTICAL SCIS,ELKATHURTY,HNK,OU,PVT,NA,COED,JNTUH,PHD,68000,10
982,SRCP,S R R COLLEGE OF PHARMACEUTICAL SCIS,ELKATHURTY,HNK,OU,PVT,NA,COED,JNTUH,PHM,45000,21
983,SREE,SREE COLLEGE OF PHARMACY,KOTHAGUDEM,KGM,OU,PVT,NA,COED,KU,PHM,60000,28
984,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,OU,PVT,NA,COED,SR UNIVERSITY,CIV,115000,84
985,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,OU,PVT,NA,COED,SR UNIVERSITY,CSE,115000,126
986,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,OU,PVT,NA,COED,SR UNIVERSITY,ECE,115000,126
987,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,OU,PVT,NA,COED,SR UNIVERSITY,EEE,115000,84
988,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,OU,PVT,NA,COED,SR UNIVERSITY,MEC,115000,84
989,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,OU,PVT,NA,GIRLS,JNTUH,CSC,65000,42
990,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,OU,PVT,NA,GIRLS,JNTUH,CSD,65000,42
991,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,OU,PVT,NA,GIRLS,JNTUH,CSE,65000,84
992,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,OU,PVT,NA,GIRLS,JNTUH,CSM,65000,42
993,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,OU,PVT,NA,GIRLS,JNTUH,ECE,65000,84
994,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,OU,PVT,NA,COED,JNTUH,CIV,81000,42
995,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,OU,PVT,NA,COED,JNTUH,CSD,81000,84
996,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,OU,PVT,NA,COED,JNTUH,CSE,81000,168
997,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,OU,PVT,NA,COED,JNTUH,CSM,81000,84
998,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,OU,PVT,NA,COED,JNTUH,ECE,81000,84
999,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,OU,PVT,NA,COED,JNTUH,MEC,81000,42
1000,SSJP,S S J COLLEGE OF PHARMACY,GANDIPET,RR,OU,PVT,NA,COED,JNTUH,PHM,65000,21
1001,SSRP,SMT SAROJINI RAMULAMMA COLLEGE OF PHARMACY,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,PLMU,PHD,80000,10
1002,SSRP,SMT SAROJINI RAMULAMMA COLLEGE OF PHARMACY,MAHABUBNAGAR,MBN,OU,PVT,NA,COED,PLMU,PHM,45000,21
1003,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,OU,PVT,NA,GIRLS,OU,AID,78000,42
1004,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,OU,PVT,NA,GIRLS,OU,CME,78000,42
1005,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,OU,PVT,NA,GIRLS,OU,CSE,78000,126
1006,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,OU,PVT,NA,GIRLS,OU,ECE,78000,84
1007,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,OU,PVT,NA,GIRLS,OU,EEE,78000,42
1008,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,OU,PVT,NA,GIRLS,OU,INF,78000,84
1009,SUUP,SULTAN UL-ULOOM COLLEGE OF PHARMACY,BANJARA HILLS,HYD,OU,PVT,MUS,COED,JNTUH,PHD,80000,10
1010,SUUP,SULTAN UL-ULOOM COLLEGE OF PHARMACY,BANJARA HILLS,HYD,OU,PVT,MUS,COED,JNTUH,PHM,98000,35
1011,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,OU,PVT,NA,COED,JNTUH,CIV,50000,42
1012,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,OU,PVT,NA,COED,JNTUH,CSE,50000,42
1013,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,OU,PVT,NA,COED,JNTUH,ECE,50000,42
1014,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,OU,PVT,NA,COED,JNTUH,EEE,50000,42
1015,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,OU,PVT,NA,COED,JNTUH,MEC,50000,21
1016,SVHU,SATAVAHANA UNIVERSITY,KARIMNAGAR,KRM,OU,UNIV,NA,COED,SVHU,PHM,10000,20
1017,SVHUSF,SATAVAHANA UNIVERSITY - SELF FINANCE,KARIMNAGAR,KRM,OU,SF,NA,COED,SVHU,PHM,31000,10
1018,SVIP,SWAMI VIVEKANANDA INST OF PHARM SCI,YADAGIRIGUTTA,YBG,OU,PVT,NA,COED,JNTUH,PHM,45000,21
1019,SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,OU,PVT,NA,COED,JNTUH,CSC,79350,84
1020,SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,OU,PVT,NA,COED,JNTUH,CSD,79350,84
1021,SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,OU,PVT,NA,COED,JNTUH,CSM,79350,84
1022,SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,OU,PVT,NA,COED,JNTUH,CSO,79350,84
1023,SVNP,SRI SHIVANI COLLEGE OF PHARM,HANAMKONDA,HNK,OU,PVT,NA,COED,KU,PHM,40000,21
1024,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,OU,PVT,NA,COED,JNTUH,CIV,60000,84
1025,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,OU,PVT,NA,COED,JNTUH,CSE,60000,84
1026,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,OU,PVT,NA,COED,JNTUH,CSM,60000,42
1027,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,OU,PVT,NA,COED,JNTUH,ECE,60000,84
1028,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,OU,PVT,NA,COED,JNTUH,EEE,60000,84
1029,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,OU,PVT,NA,COED,JNTUH,MEC,60000,42
1030,SVSP,SVS GRP OF INSTNS - SVS INST OF PHARMACY,HANAMKONDA,HNK,OU,PVT,NA,COED,JNTUH,PHM,45000,35
1031,SWCP,SHADHAN WOMENS COLL OF PHARM,KHAIRATABAD,HYD,OU,PVT,MUS,GIRLS,JNTUH,PHM,45000,35
1032,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYD,OU,PVT,MUS,GIRLS,JNTUH,AID,45000,42
1033,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYD,OU,PVT,MUS,GIRLS,JNTUH,CSE,45000,126
1034,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYD,OU,PVT,MUS,GIRLS,JNTUH,ECE,45000,42
1035,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYD,OU,PVT,MUS,GIRLS,JNTUH,EEE,45000,42
1036,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYD,OU,PVT,MUS,GIRLS,JNTUH,INF,45000,84
1037,SWIT,SWATHI INST OF TECHNOLOGY SCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,OU,CIV,50000,42
1038,SWIT,SWATHI INST OF TECHNOLOGY SCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,OU,CSE,50000,42
1039,SWIT,SWATHI INST OF TECHNOLOGY SCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,OU,ECE,50000,42
1040,SWIT,SWATHI INST OF TECHNOLOGY SCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,OU,MEC,50000,42
1041,TALP,TALLA PADMAVATHI COLLEGE OF PHARMACY,WARANGAL,HNK,OU,PVT,NA,COED,KU,PHD,90000,10
1042,TALP,TALLA PADMAVATHI COLLEGE OF PHARMACY,WARANGAL,HNK,OU,PVT,NA,COED,KU,PHM,65000,35
1043,TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,OU,PVT,NA,COED,JNTUH,CSE,50000,42
1044,TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,OU,PVT,NA,COED,JNTUH,ECE,50000,42
1045,TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,OU,PVT,NA,COED,JNTUH,EEE,50000,84
1046,TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,AIM,52000,42
1047,TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSE,52000,42
1048,TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,ECE,52000,42
1049,TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,EEE,52000,42
1050,TEJA,TEJA COLLEGE OF PHARMACY,KODADA,SRP,OU,PVT,NA,COED,JNTUH,PHM,60000,21
1051,TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CIV,65000,84
1052,TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CSE,65000,168
1053,TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,ECE,65000,168
1054,TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,EEE,65000,84
1055,TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,INF,65000,42
1056,TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CIV,70000,84
1057,TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CSD,70000,42
1058,TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CSE,70000,168
1059,TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CSM,70000,42
1060,TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,ECE,70000,168
1061,TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,EEE,70000,84
1062,TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,INF,70000,42
1063,TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,MEC,70000,84
1064,TKRP,TEEGALA KRISHNA REDDY COLLEGE OF PHARMACY,MIRPET,RR,OU,PVT,NA,COED,JNTUH,PHM,53000,35
1065,TMLP,TIRUMALA COLL OF PHARMACY,NIZAMABAD,NZB,OU,PVT,NA,COED,JNTUH,PHM,50000,35
1066,TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HNK,OU,PVT,NA,COED,JNTUH,CIV,61000,42
