S.No,Institute Code,Institute Name,Place,Dist. Name,Region,College Type,Minority,Co- Educ.,Affil. to,Branch Code,fee,Convener Seats
1,AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,NA,COED,JNTUH,CSE,48000,42
2,AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,NA,COED,JNTUH,CSM,48000,42
3,AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,NA,COED,JNTUH,ECE,48000,42
4,AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,NA,COED,JNTUH,EEE,48000,42
5,AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,OU,PVT,NA,COED,JNTUH,MEC,48000,42
6,ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CIV,82000,42
7,ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSD,82000,42
8,ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSE,82000,126
9,ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSM,82000,42
10,ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSO,82000,42
11,ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,ECE,82000,84
12,ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,EEE,82000,42
13,ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,INF,82000,42
14,ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,MEC,82000,42
15,AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CIV,66000,21
16,AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSE,66000,84
17,AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,ECE,66000,42
18,AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,EEE,66000,42
19,AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,MEC,66000,42
20,AIZA,AIZZA COLLEGE OF ENGG AND TECHNOLOGY,MANCHERIAL,MNC,OU,PVT,MUS,COED,KU,CSE,40000,21
21,AIZA,AIZZA COLLEGE OF ENGG AND TECHNOLOGY,MANCHERIAL,MNC,OU,PVT,MUS,COED,KU,EEE,40000,10
22,AIZA,AIZZA COLLEGE OF ENGG AND TECHNOLOGY,MANCHERIAL,MNC,OU,PVT,MUS,COED,KU,MIN,40000,21
23,AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,OU,PVT,NA,COED,JNTUH,CIV,52000,42
24,AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,OU,PVT,NA,COED,JNTUH,CSE,52000,42
25,AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,OU,PVT,NA,COED,JNTUH,ECE,52000,21
26,AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,OU,PVT,NA,COED,JNTUH,EEE,52000,42
27,AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,OU,PVT,NA,COED,JNTUH,MEC,52000,42
28,AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,OU,PVT,NA,COED,JNTUH,MIN,52000,21
29,ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,OU,PVT,NA,COED,JNTUH,CIV,73000,84
30,ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,OU,PVT,NA,COED,JNTUH,CSE,73000,126
31,ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,OU,PVT,NA,COED,JNTUH,ECE,73000,84
32,ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,OU,PVT,NA,COED,JNTUH,EEE,73000,84
33,ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,OU,PVT,NA,COED,JNTUH,MEC,73000,42
34,ANRP,ANURAG PHARMACY COLLEGE,KODADA,SRP,OU,PVT,NA,COED,JNTUH,PHD,68000,10
35,ANRP,ANURAG PHARMACY COLLEGE,KODADA,SRP,OU,PVT,NA,COED,JNTUH,PHM,65000,35
36,ANWP,ANWAR-ULOOM COLLEGE OF PHARMACY,HYDERABAD,HYD,OU,PVT,MUS,COED,OU,PHD,75000,10
37,ANWP,ANWAR-ULOOM COLLEGE OF PHARMACY,HYDERABAD,HYD,OU,PVT,MUS,COED,OU,PHM,65000,35
38,ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,OU,PVT,NA,COED,JNTUH,CIV,57000,42
39,ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,OU,PVT,NA,COED,JNTUH,CSE,57000,42
40,ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,OU,PVT,NA,COED,JNTUH,CSM,57000,42
41,ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,OU,PVT,NA,COED,JNTUH,ECE,57000,42
42,ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,OU,PVT,NA,COED,JNTUH,EEE,57000,42
43,ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,OU,PVT,NA,COED,OU,PHD,68000,10
44,ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,OU,PVT,NA,COED,OU,PHM,45000,35
45,ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CIV,50000,42
46,ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSE,50000,42
47,ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSM,50000,42
48,ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,ECE,50000,42
49,ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,EEE,50000,42
50,ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,MEC,50000,42
51,AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSE,60000,126
52,AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,CSM,60000,84
53,AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,ECE,60000,84
54,AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,INF,60000,42
55,AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,OU,PVT,NA,COED,JNTUH,MEC,60000,42
56,AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,OU,PVT,NA,COED,JNTUH,CIV,72000,84
57,AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,OU,PVT,NA,COED,JNTUH,CSE,72000,168
58,AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,OU,PVT,NA,COED,JNTUH,CSM,72000,84
59,AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,OU,PVT,NA,COED,JNTUH,ECE,72000,168
60,AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,OU,PVT,NA,COED,JNTUH,EEE,72000,84
61,AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,OU,PVT,NA,COED,JNTUH,INF,72000,84
62,AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,OU,PVT,NA,COED,JNTUH,MEC,72000,42
63,AVHP,AVANTHI INST OF PHARMSCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,PHD,75000,10
64,AVHP,AVANTHI INST OF PHARMSCI,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,PHM,55000,35
65,AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSD,65000,42
66,AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSE,65000,126
67,AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSM,65000,42
68,AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,ECE,65000,84
69,AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,EEE,65000,42
70,AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,MEC,65000,42
71,AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,78000,42
72,AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSC,78000,42
73,AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSD,78000,42
74,AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,78000,126
75,AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSM,78000,42
76,AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,78000,84
77,AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,78000,42
78,AZAD,AZAD COLLEGE OF ENGINEERING AND TECHNOLOGY,MOINABAD,RR,OU,PVT,NA,COED,JNTUH,CSE,35000,28
79,BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,OU,PVT,NA,COED,JNTUH,CIV,89000,84
80,BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,OU,PVT,NA,COED,JNTUH,CSE,89000,168
81,BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,OU,PVT,NA,COED,JNTUH,CSM,89000,42
82,BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,OU,PVT,NA,COED,JNTUH,ECE,89000,168
83,BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,OU,PVT,NA,COED,JNTUH,EEE,89000,42
84,BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,OU,PVT,NA,COED,JNTUH,INF,89000,84
85,BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,OU,PVT,NA,COED,JNTUH,MEC,89000,42
86,BIPS,BALAJI INST OF PHARM SCI,NARSAMPET,WGL,OU,PVT,NA,COED,KU,PHD,68000,8
87,BIPS,BALAJI INST OF PHARM SCI,NARSAMPET,WGL,OU,PVT,NA,COED,KU,PHM,45000,35
88,BIPT,BHARAT SCHOOL OF PHARMACY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,PHD,80000,10
89,BIPT,BHARAT SCHOOL OF PHARMACY,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,PHM,60000,21
90,BITL,BHARAT INSTITUTE OF TECHNOLOGY,IBRAHIMPATNAM,RR,OU,PVT,NA,COED,JNTUH,PHD,90000,10
91,BITL,BHARAT INSTITUTE OF TECHNOLOGY,IBRAHIMPATNAM,RR,OU,PVT,NA,COED,JNTUH,PHM,60000,35
92,BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,CIV,50000,84
93,BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,CSE,50000,126
94,BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,CSM,50000,42
95,BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,CSO,50000,42
96,BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,CSW,50000,42
97,BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,ECE,50000,126
98,BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,EEE,50000,84
99,BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,OU,PVT,NA,COED,JNTUH,MEC,50000,42
100,BNPW,BOJJAM NARASIMHULU PHARM COLL FOR WOMEN,SAIDABAD,HYD,OU,PVT,NA,GIRLS,JNTUH,PHM,52000,35
101,BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CIV,50400,21
102,BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CSE,50400,42
103,BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,CSM,50400,42
104,BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,ECE,50400,31
105,BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,EEE,50400,42
106,BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,MEC,50400,21
107,BOMP,BOMMA INST OF PHARMACY,KHAMMAM,KHM,OU,PVT,NA,COED,JNTUH,PHM,50400,35
108,BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,CIV,75000,42
109,BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,CSE,75000,42
110,BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,ECE,75000,42
111,BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,EEE,75000,84
112,BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,MEC,75000,42
113,BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,OU,PVT,NA,COED,JNTUH,MIN,75000,42
114,BPCP,BHASKAR PHARMACY COLLEGE,YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,PHD,72000,10
115,BPCP,BHASKAR PHARMACY COLLEGE,YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,PHM,55000,21
116,BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,OU,PVT,NA,GIRLS,JNTUH,CSE,66000,84
117,BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,OU,PVT,NA,GIRLS,JNTUH,ECE,66000,126
118,BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,OU,PVT,NA,GIRLS,JNTUH,EEE,66000,42
119,BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,OU,PVT,NA,GIRLS,JNTUH,INF,66000,84
120,BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CIV,65000,42
121,BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSD,65000,42
122,BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSE,65000,126
123,BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSN,65000,42
124,BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,ECE,65000,84
125,BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,EEE,65000,42
126,BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,MEC,65000,42
127,BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,PHM,70000,21
128,BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CIV,65000,42
129,BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSC,65000,42
130,BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSE,65000,126
131,BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSM,65000,42
132,BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,CSW,65000,42
133,BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,ECE,65000,84
134,BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,EEE,65000,42
135,BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,OU,PVT,NA,COED,JNTUH,MEC,65000,42
136,BRWN,BROWNS COLL OF PHARMACY,KHAMMAM,KHM,OU,PVT,NA,COED,KU,PHD,68000,10
137,BRWN,BROWNS COLL OF PHARMACY,KHAMMAM,KHM,OU,PVT,NA,COED,KU,PHM,60000,35
138,BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,CSE,44000,42
139,BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,OU,PVT,NA,COED,JNTUH,ECE,44000,42
140,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,AID,120000,42
141,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,BME,120000,21
142,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,CHE,120000,42
143,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,CIV,120000,42
144,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,CSB,120000,42
145,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,CSD,120000,42
146,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,CSE,120000,210
147,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,CSM,120000,42
148,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,ECE,120000,168
149,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,EEE,120000,84
150,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,INF,120000,84
151,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,MEC,120000,84
152,BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,OU,PVT,NA,COED,JNTUH,PHE,120000,42
153,BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,OU,PVT,NA,GIRLS,JNTUH,CSE,90000,126
154,BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,OU,PVT,NA,GIRLS,JNTUH,CSM,90000,42
155,BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,OU,PVT,NA,GIRLS,JNTUH,ECE,90000,84
156,BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,OU,PVT,NA,GIRLS,JNTUH,EEE,90000,42
157,BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,OU,PVT,NA,GIRLS,JNTUH,INF,90000,84
158,CARE,CARE COLL OF PHARMACY,OGLAPUR,WGL,OU,PVT,NA,COED,KU,PHD,75000,10
159,CARE,CARE COLL OF PHARMACY,OGLAPUR,WGL,OU,PVT,NA,COED,KU,PHM,60000,21
160,CASR,COLLEGE OF AGRICULTURAL ENGG,SANGAREDDY,SRD,OU,UNIV,NA,COED,PJTSAU,AGR,10000,24
161,CBCP,CHILKUR BALAJI COLLEGE OF PHARMACY,CHILKUR,RR,OU,PVT,NA,COED,JNTUH,PHD,68000,10
162,CBCP,CHILKUR BALAJI COLLEGE OF PHARMACY,CHILKUR,RR,OU,PVT,NA,COED,JNTUH,PHM,35000,21
163,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,AID,134000,42
164,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,BIO,134000,21
165,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,CHE,134000,42
166,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,CIC,134000,42
167,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,CIV,134000,84
168,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,CSE,134000,126
169,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,CSM,134000,42
170,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,ECE,134000,126
171,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,EEE,134000,84
172,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,INF,134000,126
173,CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,OU,PVT,NA,COED,OU,MEC,134000,84
174,CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KMR,SW,UNIV,NA,COED,PVNRTVU,DRG,10000,25
175,CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,RUDRUR,NZB,OU,UNIV,NA,COED,PJTSAU,FDT,10000,24
176,CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CIV,55000,42
177,CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSE,55000,84
178,CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,CSW,55000,42
179,CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,ECE,55000,42
180,CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,EEE,55000,42
181,CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,OU,PVT,NA,COED,JNTUH,MEC,55000,42
182,GUID,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CIV,55000,42
183,CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSE,55000,84
184,CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSG,55000,42
185,CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,ECE,55000,84
186,CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,EEE,55000,42
187,CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,MEC,55000,42
